"time","close"
"2013-03-05",2622.005
"2013-03-06",2649.36
"2013-03-07",2619.438
"2013-03-08",2606.978
"2013-03-11",2592.747
"2013-03-12",2555.281
"2013-03-13",2527.716
"2013-03-14",2534.767
"2013-03-15",2540.02
"2013-03-18",2503.227
"2013-03-19",2525.517
"2013-03-20",2609.827
"2013-03-21",2614.774
"2013-03-22",2618.074
"2013-03-25",2612.96
"2013-03-26",2574.813
"2013-03-27",2583.579
"2013-03-28",2499.322
"2013-03-29",2495.083
"2013-04-01",2493.17
"2013-04-02",2486.384
"2013-04-03",2483.547
"2013-04-08",2472.607
"2013-04-09",2489.013
"2013-04-10",2485.309
"2013-04-11",2477.628
"2013-04-12",2462.648
"2013-04-15",2437.047
"2013-04-16",2459.37
"2013-04-17",2458.81
"2013-04-18",2464.851
"2013-04-19",2533.888
"2013-04-22",2530.527
"2013-04-23",2449.98
"2013-04-24",2494.994
"2013-04-25",2466.659
"2013-04-26",2447.582
"2013-05-02",2450.242
"2013-05-03",2492.51
"2013-05-06",2525.949
"2013-05-07",2530.105
"2013-05-08",2543.028
"2013-05-09",2528
"2013-05-10",2540.84
"2013-05-13",2529.97
"2013-05-14",2493.286
"2013-05-15",2506.658
"2013-05-16",2551.976
"2013-05-17",2592.002
"2013-05-20",2609.377
"2013-05-21",2614.585
"2013-05-22",2618.545
"2013-05-23",2583.149
"2013-05-24",2596.644
"2013-05-27",2598.988
"2013-05-28",2644.138
"2013-05-29",2641.988
"2013-05-30",2636.024
"2013-05-31",2606.493
"2013-06-03",2602.623
"2013-06-04",2565.683
"2013-06-05",2560.78
"2013-06-06",2527.845
"2013-06-07",2484.531
"2013-06-13",2400.125
"2013-06-14",2417.163
"2013-06-17",2404.834
"2013-06-18",2418.795
"2013-06-19",2401.115
"2013-06-20",2321.784
"2013-06-21",2317.707
"2013-06-24",2171.561
"2013-06-25",2165.658
"2013-06-26",2168.022
"2013-06-27",2160.735
"2013-06-28",2199.324
"2013-07-01",2212.72
"2013-07-02",2220.898
"2013-07-03",2202.86
"2013-07-04",2221.658
"2013-07-05",2227.634
"2013-07-08",2164.143
"2013-07-09",2162.669
"2013-07-10",2223.592
"2013-07-11",2326.688
"2013-07-12",2275.837
"2013-07-15",2307.559
"2013-07-16",2317.51
"2013-07-17",2282.899
"2013-07-18",2245.651
"2013-07-19",2190.305
"2013-07-22",2201.252
"2013-07-23",2265.553
"2013-07-24",2248.985
"2013-07-25",2238.053
"2013-07-26",2224.177
"2013-07-29",2175.97
"2013-07-30",2189.388
"2013-07-31",2192.609
"2013-08-01",2244.497
"2013-08-02",2247.07
"2013-08-05",2277.915
"2013-08-06",2293.388
"2013-08-07",2280.89
"2013-08-08",2276.066
"2013-08-09",2285.909
"2013-08-12",2352.682
"2013-08-13",2358.691
"2013-08-14",2349.313
"2013-08-15",2321.344
"2013-08-16",2305.259
"2013-08-19",2331.333
"2013-08-20",2312.743
"2013-08-21",2308.834
"2013-08-22",2303.725
"2013-08-23",2287.137
"2013-08-26",2335.462
"2013-08-27",2340.669
"2013-08-28",2327.651
"2013-08-29",2318.325
"2013-08-30",2314.024
"2013-09-02",2320.19
"2013-09-03",2354.402
"2013-09-04",2350.435
"2013-09-05",2341.692
"2013-09-06",2357.437
