time,mu1,mu2,mu3,sigma1,sigma2,sigma3
13/4/3 13:00,0.0,0.0,0.0,0.0,0.0,0.0
13/4/3 13:10,0.0,0.0,0.0,0.0,0.0,0.0
13/4/3 13:20,0.0,0.0,0.0,0.0,0.0,0.0
13/4/3 13:30,0.0,0.0,0.0,0.0,0.0,0.0
13/4/3 13:40,0.0,0.0,0.0,0.0,0.0,0.0
13/4/3 13:50,0.0,0.0,0.0,0.0,0.0,0.0
13/4/3 14:00,0.0,0.0,0.0,0.0,0.0,0.0
13/4/3 14:10,0.0,0.0,0.0,0.0,0.0,0.0
13/4/3 14:20,0.0,0.0,0.0,0.0,0.0,0.0
13/4/3 14:30,0.0,0.0,0.0,0.0,0.0,0.0
13/4/3 14:40,0.0,0.0,0.0,0.0,0.0,0.0
