time,ret,std,label
14/3/14 09:30,-0.00625080944577,0.00274402852348,bear
14/3/14 09:40,0.00105267105565,0.00278866779205,intermediate
14/3/14 09:50,0.00388438598719,0.00275416228131,bull
14/3/14 10:00,0.00256036074737,0.00277913877995,bull
14/3/14 10:10,-0.000875643084385,0.00277404096449,bear
14/3/14 10:20,-0.00247257929226,0.00276926787775,bear
14/3/14 10:30,-0.00182557335675,0.00277200132795,bear
14/3/14 10:40,-0.00203928694244,0.0027756637195,bear
14/3/14 10:50,0.00240560744034,0.00276652669869,bull
14/3/14 11:00,0.000289673879474,0.00277656151406,intermediate
14/3/14 11:10,-0.00203465562116,0.00277358926218,bear
14/3/14 11:20,0.0011061820621,0.0027706960701,intermediate
14/3/14 13:00,0.000386146823268,0.00275691371179,intermediate
14/3/14 13:10,-0.00304153483308,0.00275171758748,bear
14/3/14 13:20,-0.00147753411677,0.00276297857883,bear
14/3/14 13:30,0.000689536151562,0.00276348169995,intermediate
14/3/14 13:40,-0.00158494454142,0.00276101653587,bear
14/3/14 13:50,0.000625973383055,0.00276366031571,intermediate
14/3/14 14:00,-0.00128636088161,0.00276397357806,bear
14/3/14 14:10,-0.00122651075002,0.0027649023547,bear
14/3/14 14:20,8.32649709483e-05,0.0027608177882,intermediate
14/3/14 14:30,0.00236495033382,0.00273727198699,bull
14/3/14 14:40,0.00132674085785,0.00274258489736,bull
14/3/14 14:50,0.000629974409573,0.00273875759047,intermediate
14/3/17 09:30,0.00575267860812,0.00273961292314,bull
14/3/17 09:40,-0.00268246919731,0.00253472071071,bear
14/3/17 09:50,-0.00446309235881,0.00254613042654,bear
14/3/17 10:00,0.00290329834514,0.00254063743246,bull
14/3/17 10:10,0.00117089564792,0.00255428849614,intermediate
14/3/17 10:20,0.00257152951985,0.00255659244117,bull
14/3/17 10:30,0.00146461035619,0.00256736502662,bull
14/3/17 10:40,-0.00412070301587,0.00256707310789,bear
14/3/17 10:50,0.0020106650837,0.00259366243508,bull
14/3/17 11:00,0.000603255488549,0.00260015798155,intermediate
14/3/17 11:10,0.00100929898358,0.00259422496789,intermediate
14/3/17 11:20,-0.000687430400161,0.00259071625565,intermediate
14/3/17 13:00,-0.000727748695004,0.00258418438565,intermediate
14/3/17 13:10,-0.000271459801354,0.00258138829201,intermediate
14/3/17 13:20,-3.0010442698e-05,0.00257409204043,intermediate
14/3/17 13:30,0.000510055081066,0.00256704715201,intermediate
14/3/17 13:40,0.00105959505468,0.0025611267326,intermediate
14/3/17 13:50,0.00107250408609,0.00255839164684,intermediate
14/3/17 14:00,-0.000191300594387,0.00253966432385,intermediate
14/3/17 14:10,-0.00181332541516,0.00253817989976,bear
14/3/17 14:20,0.000786505867784,0.00253857027917,intermediate
14/3/17 14:30,-0.000712466435661,0.00252839031898,intermediate
14/3/17 14:40,0.000508755667719,0.00252891931465,intermediate
14/3/17 14:50,0.00247449850468,0.00250473160231,bull
