time,mu1,mu2,mu3,sigma1,sigma2,sigma3
14/3/14 10:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/14 11:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/14 13:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/14 14:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/17 10:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/17 11:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/17 13:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/17 14:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/18 10:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/18 11:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/18 13:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/18 14:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/19 10:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/19 11:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/19 13:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/19 14:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/20 10:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/20 11:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/20 13:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/20 14:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/21 10:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/21 11:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/21 13:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/21 14:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/24 10:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/24 11:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/24 13:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/24 14:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/25 10:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/25 11:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/25 13:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/25 14:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/26 10:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/26 11:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/26 13:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/26 14:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/27 10:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/27 11:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/27 13:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/27 14:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/28 10:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/28 11:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/28 13:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/28 14:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/31 10:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/31 11:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/31 13:00,0.0,0.0,0.0,0.0,0.0,0.0
14/3/31 14:00,0.0,0.0,0.0,0.0,0.0,0.0
14/4/1 10:00,0.0,0.0,0.0,0.0,0.0,0.0
14/4/1 11:00,0.0,0.0,0.0,0.0,0.0,0.0
14/4/1 13:00,0.0,0.0,0.0,0.0,0.0,0.0
14/4/1 14:00,0.0,0.0,0.0,0.0,0.0,0.0
14/4/2 10:00,0.0,0.0,0.0,0.0,0.0,0.0
14/4/2 11:00,0.0,0.0,0.0,0.0,0.0,0.0
14/4/2 13:00,0.0,0.0,0.0,0.0,0.0,0.0
14/4/2 14:00,0.0,0.0,0.0,0.0,0.0,0.0
14/4/3 10:00,0.0,0.0,0.0,0.0,0.0,0.0
