time,close
15/3/9 09:30,3440.666
15/3/9 10:00,3420.064
15/3/9 10:30,3439.51
15/3/9 11:00,3428.66
15/3/9 13:00,3434.254
15/3/9 13:30,3465.249
15/3/9 14:00,3497.524
15/3/9 14:30,3539.265
15/3/10 09:30,3519.135
15/3/10 10:00,3518.557
15/3/10 10:30,3519.429
15/3/10 11:00,3521.422
15/3/10 13:00,3535.47
15/3/10 13:30,3528.347
15/3/10 14:00,3541.243
15/3/10 14:30,3524.612
15/3/11 09:30,3535.987
15/3/11 10:00,3550.213
15/3/11 10:30,3557.851
15/3/11 11:00,3555.002
15/3/11 13:00,3532.936
15/3/11 13:30,3525.6
15/3/11 14:00,3516.243
15/3/11 14:30,3523.511
15/3/12 09:30,3565.855
15/3/12 10:00,3540.238
15/3/12 10:30,3558.736
15/3/12 11:00,3554.83
15/3/12 13:00,3587
15/3/12 13:30,3596.054
15/3/12 14:00,3584.508
15/3/12 14:30,3595.252
15/3/13 09:30,3605.306
15/3/13 10:00,3622.312
15/3/13 10:30,3635.801
15/3/13 11:00,3626.892
15/3/13 13:00,3610.945
15/3/13 13:30,3624.608
15/3/13 14:00,3610.325
15/3/13 14:30,3606.201
15/3/16 09:30,3636.647
15/3/16 10:00,3635.548
15/3/16 10:30,3654.22
15/3/16 11:00,3655.164
15/3/16 13:00,3694.219
15/3/16 13:30,3688.434
15/3/16 14:00,3684.295
15/3/16 14:30,3694.907
15/3/17 09:30,3743.482
15/3/17 10:00,3731.831
15/3/17 10:30,3726.938
15/3/17 11:00,3733.957
15/3/17 13:00,3750.414
15/3/17 13:30,3759.419
15/3/17 14:00,3740.01
15/3/17 14:30,3737.961
15/3/18 09:30,3769.51
15/3/18 10:00,3781.634
15/3/18 10:30,3800.366
15/3/18 11:00,3792.164
15/3/18 13:00,3803.466
15/3/18 13:30,3809.602
15/3/18 14:00,3811.9
15/3/18 14:30,3822.739
15/3/19 09:30,3830.921
15/3/19 10:00,3828.574
15/3/19 10:30,3833.309
15/3/19 11:00,3843.333
15/3/19 13:00,3850.042
15/3/19 13:30,3841.021
15/3/19 14:00,3820.815
15/3/19 14:30,3836.166
15/3/20 09:30,3851.835
15/3/20 10:00,3844.718
15/3/20 10:30,3841.776
15/3/20 11:00,3866.539
15/3/20 13:00,3845.025
15/3/20 13:30,3889.928
15/3/20 14:00,3916.443
15/3/20 14:30,3897.937
15/3/23 09:30,3938.746
15/3/23 10:00,3952.592
15/3/23 10:30,3952.059
15/3/23 11:00,3946.62
15/3/23 13:00,3971.066
15/3/23 13:30,3949.883
15/3/23 14:00,3940.149
15/3/23 14:30,3958.465
15/3/24 09:30,3972.375
15/3/24 10:00,3961.698
15/3/24 10:30,3973.435
15/3/24 11:00,3944.615
15/3/24 13:00,3918.967
15/3/24 13:30,3946.039
15/3/24 14:00,3949.355
15/3/24 14:30,3975.45
15/3/25 09:30,3946.539
15/3/25 10:00,3961.629
15/3/25 10:30,3966.025
15/3/25 11:00,3958.02
15/3/25 13:00,3928.264
15/3/25 13:30,3921.519
15/3/25 14:00,3939.418
15/3/25 14:30,3969.475
15/3/26 09:30,3901.384
15/3/26 10:00,3941.918
15/3/26 10:30,3963.7
15/3/26 11:00,3945.764
15/3/26 13:00,3956.827
15/3/26 13:30,3953.252
15/3/26 14:00,3967.878
15/3/26 14:30,3944.601
15/3/27 09:30,3960.45
15/3/27 10:00,3934.115
15/3/27 10:30,3935.812
15/3/27 11:00,3952.023
15/3/27 13:00,3982.497
15/3/27 13:30,3990.805
15/3/27 14:00,3987.978
15/3/27 14:30,3975.406
15/3/30 09:30,4010.998
15/3/30 10:00,4014.702
15/3/30 10:30,4021.618
15/3/30 11:00,4044.852
15/3/30 13:00,4046.155
15/3/30 13:30,4058.799
15/3/30 14:00,4068.574
15/3/30 14:30,4085.426
15/3/31 09:30,4145.646
15/3/31 10:00,4140.88
15/3/31 10:30,4120.566
15/3/31 11:00,4124.172
15/3/31 13:00,4110.229
15/3/31 13:30,4116.106
15/3/31 14:00,4117.414
15/3/31 14:30,4068.901
15/4/1 09:30,4058.979
15/4/1 10:00,4062.282
15/4/1 10:30,4085.442
15/4/1 11:00,4079.815
15/4/1 13:00,4121.953
15/4/1 13:30,4113.15
15/4/1 14:00,4110.894
15/4/1 14:30,4126.863
15/4/2 09:30,4155.981
15/4/2 10:00,4127.323
15/4/2 10:30,4113.986
15/4/2 11:00,4118.738
15/4/2 13:00,4125.28
15/4/2 13:30,4117.552
15/4/2 14:00,4083.956
15/4/2 14:30,4093.835
15/4/3 09:30,4093.41
15/4/3 10:00,4126.467
15/4/3 10:30,4145.052
15/4/3 11:00,4149.762
15/4/3 13:00,4127.315
15/4/3 13:30,4141.858
15/4/3 14:00,4153.687
15/4/3 14:30,4152.46
15/4/7 09:30,4224.643
